track_id,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,rn,playlists_total_outros,charts_total_outros,presenca_total_outros
2865125,57,44,183,1,11,1,240,56,296
1486311,78,46,2515,1,0,1,2593,47,2640
6470158,13,46,20,1,10,1,33,57,90
6181977,107,47,584,1,0,1,691,48,739
5402623,5,48,2,1,9,1,7,58,65
5106082,65,48,138,1,102,1,203,151,354
6719600,50,49,30,1,2,1,80,52,132
1660982,453,50,1785,1,8,1,2238,59,2297
1828042,171,51,187,1,21,1,358,73,431
8943060,21,52,6,1,0,1,27,53,80
1168222,43,53,134,1,32,1,177,86,263
2670198,81,53,3271,1,17,1,3352,71,3423
6766942,247,54,5567,1,51,1,5814,106,5920
6554843,259,55,461,1,0,1,720,56,776
1488746,12,57,47,1,33,1,59,91,150
4446199,77,58,247,1,311,1,324,370,694
6609930,17,60,28,1,44,1,45,105,150
6271365,8,60,4,1,109,1,12,170,182
4944285,33,60,107,1,0,1,140,61,201
4794318,27,64,66,1,4,1,93,69,162
6321372,78,65,328,1,198,1,406,264,670
8502696,300,65,1003,1,0,1,1303,66,1369
5152397,52,66,55,1,16,1,107,83,190
2635416,272,67,1066,1,19,1,1338,87,1425
8897005,112,68,266,1,39,1,378,108,486
8513259,4,71,16,1,9,1,20,81,101
8251078,24,71,44,1,195,1,68,267,335
2352439,117,72,107,1,7,1,224,80,304
6429519,135,74,119,1,18,1,254,93,347
3386819,103,76,100,1,1,1,203,78,281
8209238,7,76,3,1,93,1,10,170,180
5409588,107,76,86,1,9,1,193,86,279
4363557,14,77,15,1,2,1,29,80,109
2084763,8,77,2,1,1,1,10,79,89
8171349,8,78,4,1,1,1,12,80,92
2285737,141,78,6591,1,0,1,6732,79,6811
2770990,67,79,57,1,615,1,124,695,819
8465611,3,79,21,1,54,1,24,134,158
7750995,30,80,588,1,1,1,618,82,700
3766692,119,81,974,1,503,1,1093,585,1678
6556428,25,81,61,1,44,1,86,126,212
1630789,70,82,939,1,162,1,1009,245,1254
5370460,233,82,531,1,1,1,764,84,848
5239763,30,84,88,1,28,1,118,113,231
5088165,8,84,5,1,4,1,13,89,102
5836808,11,84,6,1,30,1,17,115,132
6320673,45,85,238,1,47,1,283,133,416
5898111,94,85,68,1,84,1,162,170,332
6230777,87,86,74,1,16,1,161,103,264
8895699,166,87,1056,1,0,1,1222,88,1310
2121928,24,90,30,1,176,1,54,267,321
4242212,321,91,4607,1,58,1,4928,150,5078
2664577,133,92,2733,1,26,1,2866,119,2985
7256696,187,99,4623,1,0,1,4810,100,4910
4343383,10,100,15,1,27,1,25,128,153
4495422,41,100,59,1,32,1,100,133,233
6720570,35,102,8,1,117,1,43,220,263
3569943,35,104,93,1,0,1,128,105,233
5243367,49,105,63,1,0,1,112,106,218
4918126,235,106,5221,1,35,1,5456,142,5598
3252628,52,107,15,1,325,1,67,433,500
6387600,151,107,801,1,105,1,952,213,1165
6775509,133,109,182,1,10,1,315,120,435
5145584,123,113,180,1,4,1,303,118,421
3347693,45,115,218,1,221,1,263,337,600
1717593,19,117,8,1,74,1,27,192,219
2122853,57,119,77,1,13,1,134,133,267
7529779,73,119,42,1,150,1,115,270,385
3007244,81,121,58,1,34,1,139,156,295
2437608,26,124,15,1,22,1,41,147,188
6644972,18,124,24,1,0,1,42,125,167
5279142,28,125,11,1,51,1,39,177,216
2808274,71,135,50,1,294,1,121,430,551
3780370,217,136,6508,1,0,1,6725,137,6862
4367298,281,137,2445,1,140,1,2726,278,3004
4311407,58,156,42,1,236,1,100,393,493
7405938,315,160,6284,1,46,1,6599,207,6806
1024668,112,198,406,1,0,1,518,199,717
4579313,41,0,158,2,68,1,199,70,269
4552573,63,0,6808,2,0,1,6871,2,6873
2068804,20,1,71,2,0,1,91,3,94
1589586,5,2,30,2,66,1,35,70,105
8090551,37,2,38,2,0,1,75,4,79
2162220,9,6,25,2,72,1,34,80,114
8756692,33,7,53,2,0,1,86,9,95
1367281,8,8,8,2,0,1,16,10,26
8001796,20,8,30,2,0,1,50,10,60
8238387,63,8,270,2,105,1,333,115,448
7654973,14,12,12,2,28,1,26,42,68
1193878,6,14,8,2,4,1,14,20,34
4823840,8,14,12,2,33,1,20,49,69
5495832,39,14,48,2,3,1,87,19,106
2733163,30,15,34,2,47,1,64,64,128
8246992,32,18,39,2,0,1,71,20,91
5526636,54,32,66,2,0,1,120,34,154
1218742,39,35,22,2,0,1,61,37,98
3605651,201,44,6551,2,0,1,6752,46,6798
6619922,4,45,11,2,24,1,15,71,86
2939499,20,49,23,2,2,1,43,53,96
4096612,229,57,1370,2,71,1,1599,130,1729
6845168,8,57,76,2,49,1,84,108,192
7230461,4,64,4,2,37,1,8,103,111
8213022,119,66,1145,2,0,1,1264,68,1332
7204092,26,69,73,2,6,1,99,77,176
5999455,54,70,1089,2,1,1,1143,73,1216
8483246,246,71,519,2,5,1,765,78,843
1078549,7,71,4,2,13,1,11,86,97
4662762,27,77,22,2,0,1,49,79,128
7158907,15,79,4,2,0,1,19,81,100
1442233,6,84,10,2,9,1,16,95,111
1710471,15,92,21,2,26,1,36,120,156
6801500,32,93,8,2,5,1,40,100,140
4826716,221,96,1078,2,136,1,1299,234,1533
1323431,61,96,790,2,116,1,851,214,1065
1406287,24,98,582,2,73,1,606,173,779
1512850,306,99,5063,2,120,1,5369,221,5590
8091023,8,104,23,2,29,1,31,135,166
3225408,2,106,4,2,184,1,6,292,298
6776344,13,110,8,2,60,1,21,172,193
4152167,308,118,4534,2,77,1,4842,197,5039
2540650,17,119,19,2,266,1,36,387,423
7166872,20,119,12,2,7,1,32,128,160
3921634,154,123,410,2,81,1,564,206,770
2237089,195,125,6280,2,78,1,6475,205,6680
7083603,69,145,69,2,478,1,138,625,763
7368008,114,172,284,2,0,1,398,174,572
1832626,117,1,676,3,0,1,793,4,797
5031236,53,7,56,3,1,1,109,11,120
4141537,11,15,14,3,1,1,25,19,44
5405010,108,16,197,3,165,1,305,184,489
3875589,16,19,21,3,4,1,37,26,63
4257818,142,23,127,3,16,1,269,42,311
1696728,19,23,24,3,88,1,43,114,157
7921549,66,26,277,3,734,1,343,763,1106
4214662,17,29,26,3,208,1,43,240,283
2434062,109,42,158,3,31,1,267,76,343
2468227,39,50,57,3,1,1,96,54,150
2339996,21,55,32,3,0,1,53,58,111
3341212,38,64,37,3,36,1,75,103,178
1956320,116,69,107,3,675,1,223,747,970
6794169,10,72,8,3,14,1,18,89,107
2020928,391,73,633,3,37,1,1024,113,1137
6891911,532,77,1535,3,8,1,2067,88,2155
3670203,42,80,58,3,169,1,100,252,352
7792660,79,80,250,3,10,1,329,93,422
4335470,14,88,66,3,72,1,80,163,243
5624903,65,88,434,3,13,1,499,104,603
2619841,56,91,59,3,486,1,115,580,695
5142009,240,98,468,3,10,1,708,111,819
3595953,10,107,6,3,62,1,16,172,188
2767209,177,109,305,3,5,1,482,117,599
3739768,8,116,4,3,2,1,12,121,133
4458161,24,122,282,3,368,1,306,493,799
1216337,89,143,1632,3,200,1,1721,346,2067
7080917,228,151,6720,3,99,1,6948,253,7201
6523480,336,188,2692,3,30,1,3028,221,3249
8555295,156,275,150,3,128,1,306,406,712
8292846,9,1,12,4,3,1,21,8,29
1346774,165,10,177,4,73,1,342,87,429
4847849,12,16,18,4,93,1,30,113,143
1849027,27,17,73,4,167,1,100,188,288
5478299,41,22,56,4,84,1,97,110,207
1743307,51,29,63,4,54,1,114,87,201
1910640,118,34,150,4,19,1,268,57,325
5346382,202,50,463,4,0,1,665,54,719
7783887,45,69,52,4,3,1,97,76,173
8580552,65,82,3425,4,13,1,3490,99,3589
3365981,120,86,164,4,0,1,284,90,374
8365464,20,106,25,4,78,1,45,188,233
4796316,94,111,151,4,82,1,245,197,442
2685773,106,112,142,4,215,1,248,331,579
3827571,372,117,843,4,69,1,1215,190,1405
5615333,265,121,12367,4,160,1,12632,285,12917
6452995,11,163,10,4,0,1,21,167,188
4928987,8,166,4,4,34,1,12,204,216
4527090,196,2,4053,5,0,1,4249,7,4256
1207987,4,14,12,5,56,1,16,75,91
1183111,29,26,43,5,44,1,72,75,147
8471078,34,26,37,5,1,1,71,32,103
4421880,77,31,85,5,28,1,162,64,226
6044216,19,59,18,5,52,1,37,116,153
8262356,25,59,32,5,88,1,57,152,209
1054764,29,65,34,5,3,1,63,73,136
6286315,47,66,45,5,6,1,92,77,169
6316146,146,72,6807,5,80,1,6953,157,7110
1663974,98,76,3889,5,0,1,3987,81,4068
5560446,28,89,29,5,82,1,57,176,233
2394886,49,98,2394,5,204,1,2443,307,2750
2838411,151,102,175,5,29,1,326,136,462
4350729,88,112,2163,5,519,1,2251,636,2887
8123858,12,117,9,5,3,1,21,125,146
7510507,16,149,10,5,168,1,26,322,348
7016313,37,202,21,5,168,1,58,375,433
7451979,34,0,5108,6,0,1,5142,6,5148
1397395,15,26,30,6,0,1,45,32,77
2698226,6,40,6,6,202,1,12,248,260
3252166,231,52,612,6,0,1,843,58,901
6133453,20,64,35,6,0,1,55,70,125
1035366,72,64,64,6,3,1,136,73,209
1621586,34,65,43,6,2,1,77,73,150
8990379,61,65,53,6,0,1,114,71,185
6721865,188,75,268,6,16,1,456,97,553
3329363,81,93,507,6,4,1,588,103,691
7624098,34,115,39,6,216,1,73,337,410
2143818,537,122,2726,6,0,1,3263,128,3391
3451143,137,125,435,6,285,1,572,416,988
7143216,19,143,10,6,15,1,29,164,193
5074676,368,155,2854,6,121,1,3222,282,3504
7070604,16,159,15,6,100,1,31,265,296
2969661,533,167,3595,6,0,1,4128,173,4301
2013796,91,212,78,6,0,1,169,218,387
4299313,33,0,6808,7,0,1,6841,7,6848
2023447,88,24,101,7,451,1,189,482,671
4801316,22,33,34,7,184,1,56,224,280
6879361,83,58,128,7,0,1,211,65,276
2153574,27,84,32,7,11,1,59,102,161
6990936,162,116,355,7,0,1,517,123,640
4031115,27,129,21,7,111,1,48,247,295
4890651,69,12,38,8,64,1,107,84,191
7948655,20,46,21,8,99,1,41,153,194
7402588,28,57,43,8,85,1,71,150,221
7264781,40,58,47,8,203,1,87,269,356
4890110,105,64,169,8,529,1,274,601,875
6778924,45,80,53,8,4,1,98,92,190
3739389,321,162,5691,8,17,1,6012,187,6199
2869874,20,185,13,8,197,1,33,390,423
3126367,233,0,4095,9,0,1,4328,9,4337
6643902,104,17,76,9,2,1,180,28,208
4832204,81,27,66,9,444,1,147,480,627
7860258,185,40,492,9,35,1,677,84,761
2052397,183,64,964,9,75,1,1147,148,1295
2031309,328,70,1378,9,20,1,1706,99,1805
3132809,17,80,22,9,38,1,39,127,166
8693885,93,95,84,9,202,1,177,306,483
2708944,19,108,24,9,212,1,43,329,372
8110201,21,110,21,9,71,1,42,190,232
1459555,74,113,85,9,2,1,159,124,283
1549051,161,115,246,9,638,1,407,762,1169
8346039,242,142,165,9,310,1,407,461,868
3574464,189,166,525,9,25,1,714,200,914
2987008,51,43,38,10,1,1,89,54,143
8760891,44,64,57,10,110,1,101,184,285
4945945,14,71,23,10,176,1,37,257,294
1443757,47,77,53,10,8,1,100,95,195
4181228,250,121,2969,10,31,1,3219,162,3381
4082370,43,263,45,10,826,1,88,1099,1187
3284752,49,1,67,11,1,1,116,13,129
1904497,69,2,51,11,0,1,120,13,133
2226206,93,12,173,11,3,1,266,26,292
6136667,37,50,79,11,31,1,116,92,208
7412049,80,75,110,11,323,1,190,409,599
1899106,63,79,89,11,16,1,152,106,258
7325433,179,97,3394,11,153,1,3573,261,3834
6966778,114,104,147,11,20,1,261,135,396
7107144,145,111,213,11,810,1,358,932,1290
7757967,17,152,32,11,139,1,49,302,351
5563881,60,210,48,11,953,1,108,1174,1282
3923724,47,3,42,12,6,1,89,21,110
5085460,43,19,73,12,0,1,116,31,147
4130067,102,53,113,12,0,1,215,65,280
5300224,47,60,87,12,124,1,134,196,330
3869741,437,115,1212,12,0,1,1649,127,1776
3276282,82,121,182,12,171,1,264,304,568
5025330,183,162,161,12,187,1,344,361,705
1197669,41,205,54,12,251,1,95,468,563
2362023,116,207,125,12,548,1,241,767,1008
2817956,27,0,28,13,0,1,55,13,68
4727736,105,2,73,13,1,1,178,16,194
7298940,43,36,46,13,4,1,89,53,142
5937798,124,66,212,13,1,1,336,80,416
7366228,25,89,30,13,194,1,55,296,351
3923468,59,100,58,13,2,1,117,115,232
5586506,49,110,66,13,339,1,115,462,577
7384134,71,113,99,13,28,1,170,154,324
1892693,34,222,43,13,418,1,77,653,730
2468710,74,0,262,14,0,1,336,14,350
8121763,222,61,259,14,2,1,481,77,558
4431554,94,65,164,14,176,1,258,255,513
2415106,47,74,80,14,194,1,127,282,409
1726395,154,84,102,14,37,1,256,135,391
6456333,43,100,54,14,187,1,97,301,398
4576591,35,109,41,14,211,1,76,334,410
6247887,48,126,58,14,382,1,106,522,628
6322459,124,133,139,14,166,1,263,313,576
5420196,74,182,87,14,1093,1,161,1289,1450
6974739,94,207,91,14,949,1,185,1170,1355
1912112,94,21,80,15,38,1,174,74,248
5663428,163,32,137,15,12,1,300,59,359
5757514,180,90,422,15,55,1,602,160,762
1203746,344,97,945,15,0,1,1289,112,1401
3894522,139,111,161,15,210,1,300,336,636
4386478,84,133,87,15,425,1,171,573,744
5380546,65,7,70,16,6,1,135,29,164
2135563,166,42,199,16,58,1,365,116,481
3301347,38,45,36,16,0,1,74,61,135
4334346,155,72,131,16,29,1,286,117,403
6107898,67,84,46,16,117,1,113,217,330
5168392,82,145,65,16,1133,1,147,1294,1441
3461847,0,0,109,17,0,1,109,17,126
2480109,98,108,327,17,153,1,425,278,703
6416915,238,122,557,17,58,1,795,197,992
5031502,67,213,88,17,946,1,155,1176,1331
6389379,170,12,575,18,0,1,745,30,775
3183051,70,58,109,18,230,1,179,306,485
1774478,234,71,543,18,0,1,777,89,866
3608552,116,84,114,18,348,1,230,450,680
5667205,74,102,145,18,925,1,219,1045,1264
3464535,115,123,184,18,354,1,299,495,794
5555264,156,35,110,19,0,1,266,54,320
2391919,250,122,3394,19,0,1,3644,141,3785
8641758,69,100,154,20,438,1,223,558,781
4365318,252,109,965,20,0,1,1217,129,1346
2553984,672,199,3421,20,0,1,4093,219,4312
7173596,242,49,272,21,24,1,514,94,608
1519987,122,88,580,21,10,1,702,119,821
6363032,107,44,750,22,0,1,857,66,923
7732446,258,87,657,22,9,1,915,118,1033
7159285,150,148,2703,22,1451,1,2853,1621,4474
2927588,113,149,245,23,27,1,358,199,557
5675634,148,80,226,24,0,1,374,104,478
5374189,80,156,182,24,1281,1,262,1461,1723
1404326,80,227,95,24,1173,1,175,1424,1599
1936158,215,88,330,26,23,1,545,137,682
2302386,216,108,331,26,154,1,547,288,835
3331159,104,120,141,26,49,1,245,195,440
8788368,386,144,707,28,0,1,1093,172,1265
4669801,119,108,254,29,22,1,373,159,532
2023156,492,99,798,31,0,1,1290,130,1420
4467778,241,127,458,37,332,1,699,496,1195
8797570,384,135,1034,37,312,1,1418,484,1902
5310138,0,0,143,38,0,1,143,38,181
3448376,202,119,318,38,96,1,520,253,773
5165382,291,184,537,45,727,1,828,956,1784
3197174,403,198,863,46,0,1,1266,244,1510
7662572,300,215,745,58,1021,1,1045,1294,2339
